SPI1,SPI3,SPI6,SPI12
-0.662124248,1.589898996,0.586329564,0.783150387
-1.645101704,-0.218919171,0.832547567,0.749822645
-0.58158247,-1.083478352,0.449751584,0.810537476
-0.76643777,-1.25672352,-0.062162998,0.447240607
0.388811196,-0.55187671,-0.653340823,0.434565528
2.649683153,1.676720484,1.13943563,1.611595034
-0.961705596,1.414763923,0.68432264,0.84873485
-0.456571589,1.102548915,0.525631092,0.843029512
0.563091133,-0.482526069,0.793461442,0.832669657
-0.018251852,-0.089955223,0.964716915,0.775836193
0.674778416,0.444939182,1.028489577,0.525168852
0.156580684,0.203705076,-0.337373711,0.431528154
-0.288684211,0.37371832,0.005170461,0.436973581
-0.173746637,-0.381066477,0.264856903,0.49187245
0.765230314,0.459443464,0.345954966,0.743437269
1.182157921,1.063743052,1.151296196,1.243144824
0.695088947,1.221628352,1.078155463,1.312140925
-0.251380949,0.788216554,0.809530042,0.221306696
-0.250120463,-0.045828284,0.555584397,0.370127376
-0.255558715,-0.504090877,0.392443597,0.406746605
0.075673649,-0.384779327,0.19964032,0.261430798
-0.960109455,-0.647713714,-0.425548603,0.124687878
0.16422634,-0.433483704,-0.672529505,0.030667079
0.788190127,-0.35697781,-0.51199972,0.110485451
0.595186565,0.458909441,-0.408126388,0.145278036
-1.069023101,0.165707855,-0.392573813,0.100258492
-0.394779994,-0.572207121,-0.767678866,-0.151929538
0.442517146,-0.175288668,-0.063335553,-0.456089199
0.216655157,0.034818167,0.017344704,-0.588489863
0.784502318,0.602275513,0.233213379,-0.285199732
0.989789332,0.84052348,0.545533674,0.112257146
1.342065157,1.325974689,1.009586113,0.665765228
1.04762435,1.520963827,1.374521371,0.946385407
1.184630073,1.692451697,1.528882309,1.299453865
-0.643396842,0.948759323,1.458867399,1.190876723
1.186873033,0.92590706,1.553001913,1.222302322
-1.076456126,0.040859661,1.478303551,1.16828402
-0.915958931,0.299450519,0.907772934,1.166414584
-0.857239369,-1.222975693,0.034193723,1.128639993
0.24051911,-0.518416037,-0.644102298,1.111824221
1.779864667,0.914673456,0.912140791,1.587208985
0.876289291,1.515420701,0.94856365,1.682724216
